CAT,NUMCAP,DESC,MEDICO
M94,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M95,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M96,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M97,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M98,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M99,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
N00,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N01,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N02,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N03,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N04,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N05,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N06,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N07,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N08,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N09,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N10,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N11,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N12,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N13,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N14,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N15,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N16,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N17,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N18,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N19,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N20,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N21,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N22,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N23,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N24,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N25,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N26,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N27,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N28,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N29,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N30,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N31,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N32,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N33,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N34,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N35,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N36,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N37,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N38,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N39,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N40,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N41,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N42,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N43,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N44,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N45,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N46,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N47,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N48,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N49,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N50,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N51,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N52,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N53,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N54,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N55,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N56,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N57,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N58,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N59,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N60,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N61,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N62,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N63,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N64,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N65,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N66,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N67,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N68,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N69,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N70,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N71,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N72,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N73,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N74,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N75,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N76,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N77,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N78,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N79,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N80,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N81,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N82,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N83,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N84,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N85,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N86,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N87,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N88,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N89,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N90,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N91,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N92,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N93,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N94,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N95,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N96,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N97,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N98,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
N99,14,XIV. Doenças do aparelho geniturinário,Urologista/Ginecologista/Obstetra
O00,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O01,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O02,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O03,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O04,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O05,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O06,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O07,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O08,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O09,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O10,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O11,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O12,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O13,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O14,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O15,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O16,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O17,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O18,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O19,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O20,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O21,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O22,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O23,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O24,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O25,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O26,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O27,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O28,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O29,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O30,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O31,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O32,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O33,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O34,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O35,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O36,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O37,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O38,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O39,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O40,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O41,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O42,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O43,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O44,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O45,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O46,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O47,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O48,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O49,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O50,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O51,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O52,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O53,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O54,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O55,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O56,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O57,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O58,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O59,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O60,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O61,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O62,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O63,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O64,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O65,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O66,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O67,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O68,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O69,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O70,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O71,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O72,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O73,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O74,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O75,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O76,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O77,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O78,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O79,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O80,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O81,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O82,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O83,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O84,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O85,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O86,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O87,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O88,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O89,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O90,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O91,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O92,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O93,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O94,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O95,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O96,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O97,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O98,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
O99,15,XV.  Gravidez parto e puerpério,Ginecologista/Obstetra
P00,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P01,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P02,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P03,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P04,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P05,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P06,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P07,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P08,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P09,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P10,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P11,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P12,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P13,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P14,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P15,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P16,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P17,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P18,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P19,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P20,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P21,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P22,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P23,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P24,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P25,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P26,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P27,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P28,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P29,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P30,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P31,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P32,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P33,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P34,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P35,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P36,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P37,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P38,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P39,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P40,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P41,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P42,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P43,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P44,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P45,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P46,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P47,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P48,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P49,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P50,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P51,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P52,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P53,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P54,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P55,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P56,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P57,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P58,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P59,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P60,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P61,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P62,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P63,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P64,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P65,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P66,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P67,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P68,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P69,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P70,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P71,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P72,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P73,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P74,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P75,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P76,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P77,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P78,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P79,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P80,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P81,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P82,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P83,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P84,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P85,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P86,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P87,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P88,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P89,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P90,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P91,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P92,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P93,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P94,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P95,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P96,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P97,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P98,16,XVI. Algumas afec originadas no período perinatal,Pediatra
P99,16,XVI. Algumas afec originadas no período perinatal,Pediatra
R00,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R01,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R02,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R03,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R04,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R05,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R06,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R07,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R08,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R09,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R10,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R11,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R12,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R13,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R14,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R15,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R16,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R17,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R18,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R19,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R20,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R21,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R22,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R23,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R24,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R25,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R26,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R27,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R28,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R29,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R30,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R31,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R32,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R33,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R34,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R35,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R36,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R37,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R38,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R39,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R40,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R41,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R42,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R43,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R44,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R45,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R46,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R47,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R48,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R49,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R50,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R51,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R52,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R53,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R54,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R55,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R56,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R57,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R58,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R59,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R60,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R61,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R62,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R63,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R64,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R65,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R66,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R67,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R68,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R69,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R70,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R71,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R72,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R73,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R74,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R75,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R76,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R77,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R78,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R79,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
R80,18,XVIII.Sint sinais e achad anorm ex clín e laborat,Clínico
